Age_num,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
10,-9.11895508433562,-9.145324426629019,-9.171693768922418,-9.198063111215816,-9.224432453509216,-9.250801795802616,-9.277171138096014,-9.303540480389414,-9.329909822682811,-9.356279164976211,-9.38264850726961,-9.409017849563009,-9.435387191856409,-9.461756534149806,-9.488125876443206,-9.514495218736604,-9.540864561030004,-9.567233903323402,-9.593603245616801,-9.619972587910201,-9.646341930203599,-9.672711272496999,-9.699080614790397,-9.725449957083796,-9.751819299377194,-9.778188641670594
11,-9.040573132223855,-9.065974901725337,-9.091376671226817,-9.116778440728298,-9.14218021022978,-9.16758197973126,-9.192983749232742,-9.218385518734223,-9.243787288235705,-9.269189057737186,-9.294590827238666,-9.319992596740148,-9.34539436624163,-9.37079613574311,-9.396197905244591,-9.421599674746073,-9.447001444247555,-9.472403213749034,-9.497804983250516,-9.523206752751998,-9.54860852225348,-9.57401029175496,-9.59941206125644,-9.624813830757923,-9.650215600259404,-9.675617369760884
12,-8.913580319319326,-8.938072680372086,-8.962565041424845,-8.987057402477605,-9.011549763530365,-9.036042124583126,-9.060534485635886,-9.085026846688645,-9.109519207741405,-9.134011568794165,-9.158503929846924,-9.182996290899684,-9.207488651952444,-9.231981013005203,-9.256473374057963,-9.280965735110724,-9.305458096163484,-9.329950457216244,-9.354442818269003,-9.378935179321763,-9.403427540374523,-9.427919901427282,-9.452412262480042,-9.476904623532802,-9.501396984585561,-9.525889345638323
13,-8.703073795872063,-8.726095282423158,-8.749116768974254,-8.772138255525348,-8.795159742076445,-8.81818122862754,-8.841202715178635,-8.86422420172973,-8.887245688280826,-8.91026717483192,-8.933288661383017,-8.956310147934111,-8.979331634485208,-9.002353121036302,-9.025374607587398,-9.048396094138493,-9.07141758068959,-9.094439067240685,-9.11746055379178,-9.140482040342874,-9.16350352689397,-9.186525013445067,-9.209546499996161,-9.232567986547258,-9.255589473098352,-9.278610959649448
14,-8.435220721261988,-8.456397587107856,-8.477574452953725,-8.498751318799595,-8.519928184645464,-8.541105050491332,-8.5622819163372,-8.583458782183069,-8.604635648028937,-8.625812513874807,-8.646989379720676,-8.668166245566544,-8.689343111412413,-8.710519977258283,-8.731696843104151,-8.75287370895002,-8.774050574795888,-8.795227440641757,-8.816404306487625,-8.837581172333493,-8.858758038179364,-8.879934904025232,-8.9011117698711,-8.922288635716969,-8.943465501562837,-8.964642367408707
15,-8.13817710816872,-8.157577721031501,-8.17697833389428,-8.196378946757058,-8.215779559619836,-8.235180172482615,-8.254580785345393,-8.273981398208171,-8.29338201107095,-8.312782623933728,-8.332183236796507,-8.351583849659285,-8.370984462522063,-8.390385075384842,-8.40978568824762,-8.429186301110398,-8.448586913973177,-8.467987526835955,-8.487388139698734,-8.506788752561512,-8.52618936542429,-8.54558997828707,-8.564990591149849,-8.584391204012627,-8.603791816875406,-8.623192429738184
16,-7.75904026380554,-7.775460628018093,-7.791880992230647,-7.8083013564432004,-7.824721720655754,-7.8411420848683075,-7.857562449080861,-7.873982813293415,-7.890403177505968,-7.906823541718522,-7.923243905931075,-7.939664270143629,-7.956084634356182,-7.972504998568736,-7.988925362781289,-8.005345726993843,-8.021766091206397,-8.03818645541895,-8.054606819631504,-8.071027183844055,-8.087447548056609,-8.103867912269163,-8.120288276481716,-8.13670864069427,-8.153129004906823,-8.169549369119377
17,-7.521865966713266,-7.53662136321603,-7.551376759718792,-7.566132156221555,-7.5808875527243185,-7.595642949227082,-7.610398345729845,-7.625153742232608,-7.639909138735371,-7.654664535238134,-7.669419931740897,-7.6841753282436605,-7.698930724746424,-7.713686121249187,-7.72844151775195,-7.743196914254713,-7.757952310757476,-7.772707707260239,-7.787463103763002,-7.802218500265766,-7.816973896768529,-7.831729293271292,-7.846484689774055,-7.861240086276818,-7.875995482779581,-7.8907508792823435
18,-7.266628541428353,-7.279485785764795,-7.292343030101238,-7.30520027443768,-7.318057518774122,-7.330914763110564,-7.343772007447006,-7.356629251783449,-7.369486496119891,-7.382343740456333,-7.395200984792775,-7.408058229129218,-7.42091547346566,-7.4337727178021025,-7.446629962138545,-7.4594872064749875,-7.47234445081143,-7.485201695147872,-7.498058939484314,-7.510916183820756,-7.523773428157199,-7.536630672493641,-7.549487916830083,-7.562345161166525,-7.575202405502967,-7.58805964983941
19,-7.201056047863571,-7.213948513683815,-7.2268409795040585,-7.239733445324302,-7.252625911144546,-7.26551837696479,-7.278410842785033,-7.2913033086052765,-7.30419577442552,-7.317088240245765,-7.329980706066008,-7.342873171886251,-7.3557656377064955,-7.368658103526739,-7.381550569346983,-7.394443035167226,-7.40733550098747,-7.420227966807714,-7.433120432627957,-7.446012898448201,-7.458905364268444,-7.471797830088688,-7.484690295908932,-7.497582761729175,-7.510475227549419,-7.5233676933696625
